ASIN,Category,Product Link,No of Sellers,Rank,Rating,Reviews Count,Price,Product_Name,Description,Image_URL
B07WQ1VH72,Electronics,https://www.amazon.com/gp/offer-listing/B07WQ1VH72/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,22,4.6,100278,89.99,"Fire HD 8 tablet, 8"" HD display, 32 GB, (2020 release), designed for portable entertainment, Twilight Blue","8"" HD display, 2X the storage (32 or 64 GB of internal storage and up to 1 TB with microSD card) + 2 GB RAM. 10th generation (2020 release). | All-day battery life - Up to 12 hours of reading, browsing the web, watching videos, and listening to music. | Now with USB-C for easier charging. Fully charges in under 5 hours (with included cable + adapter). | 30% faster thanks to the new 2.0 GHz quad-core processor. | Enjoy your favorite apps like Netflix, Facebook, Hulu, Instagram, TikTok, and more through Amazon’s Appstore (Google Play not supported).",https://m.media-amazon.com/images/I/71FpwqhD+DL._AC_SL1500_.jpg
B086DL32R3,Electronics,https://www.amazon.com/gp/offer-listing/B086DL32R3/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,23,4.4,54100,179.99,"Blink Outdoor (3rd Gen) - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 2 camera system","Blink Outdoor is a wireless battery-powered HD security camera that helps you monitor your home day or night with infrared night vision. | With long-lasting battery life, Outdoor runs for up to two years on two AA lithium batteries (included). | Store video clips and photos in the cloud with the Blink Subscription Plan and save events locally to the Blink Sync Module 2 via a USB flash drive (sold separately). | Outdoor is built to withstand the elements to help you protect your home inside or out, come rain or shine. | Designed so you can set up yourself in minutes. No wiring, no professional installation required.",https://m.media-amazon.com/images/I/61jUUHua5nL._SL1000_.jpg
B00BWF5U0M,Electronics,https://www.amazon.com/gp/offer-listing/B00BWF5U0M/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,9,25,4.6,72839,7.99,SABRENT 4 Port USB 2.0 Data Hub with Individual LED lit Power Switches [Charging NOT Supported] for Mac & PC (HB-UMLS),"EXPANSION: Instantly add 4 USB 2.0 Ports to Any compatible device. Transform a single USB port into a full work station. | CONVENIENCE: LED Indicators display power status for each port. Individual on/off switches enable you to easily connect and disconnect your devices with the push of a button. | SPEEDS: Supports transfer speeds of up to 480Mbps (USB 2.0), & 12Mbps (USB 1.1). Fast enough to transfer large files in seconds. | COMPATIBILITY: Reverse compatible with USB 1.1 devices. Use with PC, MacBook, iMac, Mac mini, XPS, Flash Drives, & any other USB compatible devices. | EASY SETUP: No driver installation required; Plug & Play and Hot Swappable. Does NOT support charging.",https://m.media-amazon.com/images/I/61ndTZ01HHL._AC_SL1500_.jpg
B086DKSYTS,Electronics,https://www.amazon.com/gp/offer-listing/B086DKSYTS/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,26,4.4,54100,99.99,"Blink Outdoor (3rd Gen) - wireless, weather-resistant HD security camera, two-year battery life, motion detection, set up in minutes – 1 camera system","Blink Outdoor is a wireless battery-powered HD security camera that helps you monitor your home day or night with infrared night vision. | With long-lasting battery life, Outdoor runs for up to two years on two AA lithium batteries (included). | Store video clips and photos in the cloud with the Blink Subscription Plan and save events locally to the Blink Sync Module 2 via a USB flash drive (sold separately). | Outdoor is built to withstand the elements to help you protect your home inside or out, come rain or shine. | Designed so you can set up yourself in minutes. No wiring, no professional installation required.",https://m.media-amazon.com/images/I/61jUUHua5nL._SL1000_.jpg
B08G9TJWW9,Electronics,https://www.amazon.com/gp/offer-listing/B08G9TJWW9/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,63,27,4.7,11503,88.34,"Roku Ultra | Streaming Device HD/4K/HDR/Dolby Vision with Dolby Atmos, Bluetooth Streaming, and Roku Voice Remote with Headphone Jack and Personal Shortcuts, includes Premium HDMI® Cable","Outrageously powerful: Enjoy a lightning-fast interface and channels like Sling, Hulu, Netflix, and Prime Video that launch in a snap on the fastest, most powerful Roku player ever | Our best Wi-Fi: Enjoy fast, smooth TV streaming in any room in the house with our best Wi-Fi or choose to wire up over Ethernet | Cinematic streaming: Roku Ultra is the centerpiece of your home theater with spectacular 4K and Dolby Vision picture plus immersive Dolby Atmos sound | Find your lost remote: Simply press the button on your streaming device and your Roku remote will play a sound | No more juggling remotes: Power up your TV, adjust the volume, and control your streaming device with one Roku voice remote",https://m.media-amazon.com/images/I/61hpvCuXhpL._AC_SL1500_.jpg
B01FXC7JWQ,Electronics,https://www.amazon.com/gp/offer-listing/B01FXC7JWQ/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,21,28,4.6,23307,164.94,"Furbo Dog Camera: Treat Tossing, Full HD Wifi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","FULL HD CAMERA & NIGHT VISION - The Furbo Dog Camera gives you HD video quality day & night. Stunning 1080p live view lets you easily check on your home, livestream video to monitor your pet, speak to family, and toss treats to pets. | 2-WAY AUDIO - Know what’s going on at home and talk to calm them down via the app. | FUN TREAT TOSSING - Toss a treat to your dog through your Furbo dog treat dispenser camera via the free Furbo iOS/Android app. Fill your Furbo dog camera with your dogs’ favorite treats & play a game of catch or use it to help alleviate separation anxiety. | BARKING SENSOR ALERT - Furbo’s unique BARKING SENSOR detects when your dog is barking. It sends push notifications to your smartphone when it detects barking so you can check up on them. | EASY SETUP, SECURE CONNECTION: 1) Plug in the power cord. 2) Place the Furbo within 5 ft of your WiFi router. 3) Download the Furbo app 4) Connect to your home WiFi 2.4GHz network (does not support 5GHz WiFi). Enable 2-Step Verification to keep your account secure. Furbo Cameras uses bank-level encryption to ensure your data remains private.",https://m.media-amazon.com/images/I/61hUoGkU-ML._AC_SL1500_.jpg
B07DGR98VQ,Electronics,https://www.amazon.com/gp/offer-listing/B07DGR98VQ/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,6,29,4.5,67379,37.98,"Wyze Cam 1080p Pan/Tilt/Zoom Wi-Fi Indoor Smart Home Camera with Night Vision, 2-Way Audio, Works with Alexa & the Google Assistant, White - WYZECP1","Pan, tilt, and zoom (PTZ) lets you control Wyze Cam Pan remotely using the Wyze app so you can see every angle of your room while you’re away, on demand. Or, have Wyze Cam Pan monitor your room automatically with the Pan Scan feature by setting 4 predefined waypoints. Panning has a 360° left/right rotation range and tilting has a 93° vertical up/down range. | Live Stream from Anywhere in 1080p - 1080p Full HD live streaming lets you see inside your home from anywhere in real time using your mobile device. While live streaming, use two-way audio to speak with your friends and family through the Wyze app. | Motion/Sound Recording - Wyze Cam Pan can automatically record a 12-second video clip when motion or sound is detected. Mobile push notifications can be enabled so you’re only alerted when something is detected letting you stay on top of things without having to constantly monitor the app. Or, record continuously to a MicroSD card (sold separately) regardless of motion and sound. Compatible with 8GB, 16GB, or 32GB FAT32 MicroSD cards. | See in the dark - Night vision lets you see up to 30’ in absolute darkness using 6 infrared (IR) LEDs. Note: IR does not work through glass windows. | Voice Controlled? You got it! - Works with Alexa and Google Assistant (US only) so you can use your voice to see who’s at your front door, how your baby’s doing, or if your 3D printer has finished printing. Wyze Cam Pan is only compatible with the 2. 4GHz WiFi network (does not support 5GHz Wi-Fi) and Apple (iOS) and Android mobile devices.",https://m.media-amazon.com/images/I/51WUNhR898L._AC_SL1500_.jpg
B07XKF5RM3,Electronics,https://www.amazon.com/gp/offer-listing/B07XKF5RM3/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,30,4.7,61543,74.99,"Amazon Echo (newest model), Alexa speaker with premium sound, Ideal for large bedrooms, living rooms and kitchens, Charcoal","Premium sound – Rich, detailed sound that automatically adapts to any room. Supports lossless HD audio available on select streaming services such as Amazon Music HD. | Voice control your music – Stream songs from Amazon Music, Apple Music, Spotify, SiriusXM, and more. HD requires a compatible music streaming service. | Smart home hub – Built-in hub to voice control compatible lights, locks, and sensors. Easily set up compatible Zigbee and Matter devices or select Ring Smart Lighting solar lights and bulbs. | Alexa is ready to help – Set timers, reminders, and alarms. Alexa answers questions like ""Alexa, what time is it?"" | Start your routines with motion – Turn on compatible lights, play your Flash Briefing, or turn on the coffee maker when you walk into the room.",https://m.media-amazon.com/images/I/61GpB9iTSsS._AC_SL1000_.jpg
B08KY684PB,Electronics,https://www.amazon.com/gp/offer-listing/B08KY684PB/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,31,4.4,4207,16.99,"COMSOON Bluetooth Receiver for Car, Noise Cancelling 3.5mm AUX Bluetooth Car Adapter, Wireless Audio Receiver for Home Stereo/Wired Headphones, Hands-Free Call, 16H Battery Life - Black+Silver","【Enjoy Wireless Streaming Music】This car Bluetooth adapter can be connected to non-Bluetooth car audio systems, home stereos, speakers, wired headphones via the 3.5mm AUX adapter; And equipped with a Bluetooth 5.0 chip for stable connection / fast transmission / wide signal range. Just pair it with your phone and start listening to your favorite music! | 【Intelligent Noise Reduction Tech】Our Bluetooth audio receiver adopts the latest CVC8.0 Noise Cancellation and Digital Signal Processor (DSP) technologies, which can eliminate echo and block out intrusive background noise (such as wind, traffic, or crowds), providing you with crystal-clear calling sounds. | 【Up to 16 Hours of Battery Life】The working time of this aux Bluetooth adapter is up to 16 hours when making calls or playing music. And it takes only 2.5 hours to fully charge the device by using a Type-C fast charging cable (Included in the package). In addition, this Bluetooth music adapter can be used while charging, which is very convenient. | 【Hands-free Calling & Navigation】A built-in microphone and one “MFB” button to answer / redial / hang up / reject calls, help you make hands-free calls. And the Bluetooth audio adapter supports broadcasting voice notification from existed navigation App. You don’t have to look down the phone on the move. Make sure you drive safely! | 【Dual Connection】The portable Bluetooth stereo adapter can be paired with 2 devices at the same time. You can enjoy your music and never worry about missing any calls. Once paired, the car receiver will automatically reconnect to your last paired Bluetooth devices, as long as they are within the wireless range.",https://m.media-amazon.com/images/I/71CYReEHnpL._AC_SL1500_.jpg
B00DOMYL24,Electronics,https://www.amazon.com/gp/offer-listing/B00DOMYL24/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,19,32,4.8,44320,12.75,"GE Surge Protector Power Strip, 10 Ft Extension Cord, 6 Outlet Extender, 800 Joules, Flat Plug, Twist-to-Close Safety Covers, ETL Listed, White, 14092","Expand Your Power – 6 grounded and protected 3-prong outlets provide power from a distance – perfect for creating a centralized hub for your electronics at your home, office, workshop or garage | Versatile Cord – Extra-long 10ft. power cord comprised of 14-gauge SJT cable housed in a durable PVC insulation and jacket with a space-saving flat plug to allow unit to fit closely to the wall | Protection – 800 Joules protection rating safeguards your electronics from harmful voltage spikes | Functionality – Twist-to-close safety outlets ensure that dust and foreign objects are kept out of unused outlets – integrated keyhole slots provide easy mounting to a desk, table or counter | Trusted Brand – GE is the #1 Brand in surge protection and extension cords",https://m.media-amazon.com/images/I/71sF+QRmIWL._AC_SL1500_.jpg
B091N43KTX,Electronics,https://www.amazon.com/gp/offer-listing/B091N43KTX/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,33,4.7,267821,49.99,Echo Dot (4th Gen) | Glacier White with Sengled Bluetooth Color bulb | Alexa smart home starter kit,"This bundle contains Echo Dot (4th Gen) Glacier White and Sengled Bluetooth Color bulb. | Control your lights without getting up - Use your voice to control your smart light bulb by saying, ""Alexa, turn on the lights"" for a hands free experience. | Simple to set up and use - To set up your bulb, plug in and set up your Echo device, plug in your bulb, and ask, “Alexa, discover my devices."" Use your voice to name your bulb and begin using immediately. | No smart home hub required - Set up routines and schedules through the Alexa app. | Expand your Smart Home - Easily manage your smart home using your voice to turn on lights, adjust thermostats, and lock doors with compatible devices.",https://m.media-amazon.com/images/I/81FooEA1JpS._AC_SL1500_.jpg
B07CVL2D2S,Electronics,https://www.amazon.com/gp/offer-listing/B07CVL2D2S/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,51,34,4.7,42694,99.99,"Acer 21.5 Inch Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Computer Monitor (HDMI & VGA Port), SB220Q bi","21.5 inches Full HD (1920 x 1080) widescreen IPS display.Specific uses for product - Business, personal | And Radeon free sync technology. No compatibility for VESA Mount | Refresh rate: 75 hertz - Using HDMI port | Zero-frame design; Ultra-thin; 4ms response time; IPS panel | Ports: 1 x HDMI & 1 x VGA",https://m.media-amazon.com/images/I/81QpkIctqPL._SL1500_.jpg
B0872FYTWS,Electronics,https://www.amazon.com/gp/offer-listing/B0872FYTWS/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,35,4.7,17175,159.99,"TOSHIBA 43LF421U21 43-inch Smart HD 1080p TV - Fire TV, Released 2020","Fire TV brings together live-over-the air TV and your streaming content on the home screen. Connect any HD antenna (sold separately) to watch live over-the-air TV or stream movies and shows from Disney+, Netflix, YouTube, Prime Video, Hulu, HBO and more. | Everything you’d expect from a remote – plus launch apps, search for TV shows, switch inputs, control smart home devices and more, using just your voice. With Prime Video, Netflix and HBO buttons, instantly access your favorite apps. | This TV is smart and simple in every way. Just plug it in, connect to Wi-Fi and enjoy. Plus, your TV keeps getting smarter with new Alexa skills and features through automatic over-the-air software updates, so that you always have the latest. | Fire TV experience built-in - Watch over 1 Million streaming movies and TV episodes with access to tens of thousands of channels, apps, and Alexa skills. | With Fire TV it’s easy to see everything you’ve recently watched – live TV, streaming services and connected devices – in one place. Plus, you can connect your cable/satellite box or gaming console through one of the TV’s three HDMI inputs.",https://m.media-amazon.com/images/I/61piX33QmAL._AC_SL1000_.jpg
B079JD7F7G,Electronics,https://www.amazon.com/gp/offer-listing/B079JD7F7G/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,36,37,4.5,50866,57.99,"TP-Link WiFi One Mesh Extender, (Black)","Maximum Coverage - Extend Wi-Fi coverage by up to 1,115 m2(12,000sq. ft), with Intelligent Signal Light can help to find the best location for optimal Wi-Fi coverage by showing the signal strength.System Requirements:Microsoft Windows 98SE, NT, 2000, XP, Vista or Windows 7, 8, 10, Mac OS, NetWare, UNIX or Linux. | AC1900 Dual Band Wi-Fi - Simultaneous 600Mbps on 2.4GHz + 1300Mbps on 5GHz, equipped 1 Gigabit Port | Three Antennas - Three adjustable external antennas provide optimal Wi-Fi coverage and reliable connections",https://m.media-amazon.com/images/I/41TakHKWiPL._AC_SL1000_.jpg
B07WFLBX6Q,Electronics,https://www.amazon.com/gp/offer-listing/B07WFLBX6Q/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,38,4.7,83773,139.99,"Fire HD 8 Kids tablet, 8"" HD display, ages 3-7, 32 GB, includes a 1-year subscription to Amazon Kids+ content, Purple Kid-Proof Case, (2020 release)","Save up to $70 on a full-featured Fire HD 8 tablet (not a toy), 1 year of Amazon Kids+, a Kid-Proof Case with built-in stand, and 2-year worry-free guarantee, versus items purchased separately. | 2-year worry-free guarantee: if it breaks, return it and we'll replace it for free. | Includes a 1 year subscription of Amazon Kids+: the only service with thousands of ad-free books, games, videos, apps and Alexa skills from brands like Disney, Nickelodeon and PBS Kids. After 1 year, your subscription will automatically renew every month starting at just $4.99/month plus applicable tax. You may cancel any time by visiting the Amazon Parent Dashboard or contacting Customer Service. | Over 20 million kids (and their parents) have enjoyed Amazon Kids (FreeTime) service. Amazon Kids parental controls allow you to set educational goals, create time limits, and filter content. | Parents can give kids access to more apps like Netflix, Minecraft, and Zoom via the Amazon Parent Dashboard.",https://m.media-amazon.com/images/I/610xLqycPkL._AC_SL1000_.jpg
B07H8WS1FT,Electronics,https://www.amazon.com/gp/offer-listing/B07H8WS1FT/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,39,4.6,181205,99.99,"Fire 7 Kids tablet, 7"" Display, ages 3-7, 16 GB, (2019 release), Blue Kid-Proof Case","2-year worry-free guarantee: if it breaks, return it and we'll replace it for free. | Over 20 million kids (and their parents) have enjoyed Amazon Kids+ service. Amazon Kids parental controls allow you to set educational goals, create time limits, and filter content. | The included 1 year of Amazon Kids+ gives your kids access to thousands of apps, games, books, videos, audiobooks, and educational content from PBS Kids, Nickelodeon, Disney, and more. Your subscription will then automatically renew every month starting at just $4.99 per month plus applicable tax. You may cancel at any time by visiting the Amazon Parent Dashboard or contacting Customer Service. | Parents can give kids access to more apps like Netflix, Minecraft, and Zoom via the Amazon Parent Dashboard. | Amazon Kids+ includes thousands of Spanish language books, videos, apps, games, and audiobooks.",https://m.media-amazon.com/images/I/61HqG+mJN1L._AC_SL1000_.jpg
B086DKMSSM,Electronics,https://www.amazon.com/gp/offer-listing/B086DKMSSM/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,40,4.4,54100,89.99,"Blink Outdoor (3rd Gen) – wireless, weather-resistant HD security camera with two-year battery life and motion detection, set up in minutes – Add-on camera (Sync Module required)","Blink Outdoor is a wireless battery-powered HD security camera that helps you monitor your home day or night with infrared night vision. | With long-lasting battery life, Outdoor runs for up to two years on two AA lithium batteries (included). | Store video clips and photos in the cloud with the Blink Subscription Plan and save events locally to the Blink Sync Module 2 via a USB flash drive (sold separately). | Outdoor is built to withstand the elements to help you protect your home inside or out, come rain or shine. | Designed so you can set up yourself in minutes. No wiring, no professional installation required.",https://m.media-amazon.com/images/I/61jUUHua5nL._SL1000_.jpg
B015IY34FA,Electronics,https://www.amazon.com/gp/offer-listing/B015IY34FA/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,19,41,4.8,38743,37.09,"Fujifilm Mini Instant Film, 10 Sheets×5 Pack(Total 50 Shoots)",Designed for use with Fujifilm Mini Series cameras,https://m.media-amazon.com/images/I/71b227P-fcL._AC_SL1411_.jpg
B07WJS3QDX,Electronics,https://www.amazon.com/gp/offer-listing/B07WJS3QDX/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,42,4.7,83773,139.99,"Amazon Fire HD 8 Kids tablet, 8"" HD display, ages 3-7, 32 GB, includes a 1-year subscription to Amazon Kids+ content, Pink Kid-Proof Case, (2020 release)","Save up to $70 on a full-featured Fire HD 8 tablet (not a toy), 1 year of Amazon Kids+, a Kid-Proof Case with built-in stand, and 2-year worry-free guarantee, versus items purchased separately. | 2-year worry-free guarantee: if it breaks, return it and we'll replace it for free. | Includes a 1-year subscription of Amazon Kids+: the only service with thousands of ad-free books, games, videos, apps and Alexa skills from brands like Disney, Nickelodeon and PBS Kids. After 1 year, your subscription will automatically renew every month starting at just $4.99/month plus applicable tax. You may cancel any time by visiting the Amazon Parent Dashboard or contacting Customer Service. | Over 20 million kids (and their parents) have enjoyed Amazon Kids (FreeTime) service. Amazon Kids parental controls allow you to set educational goals, create time limits, and filter content. | Parents can give kids access to more apps like Netflix, Minecraft, and Zoom via the Amazon Parent Dashboard.",https://m.media-amazon.com/images/I/61di-733dXL._AC_SL1000_.jpg
B0874YZVWK,Electronics,https://www.amazon.com/gp/offer-listing/B0874YZVWK/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,43,4.6,10691,109.99,"INSIGNIA 24-inch Class F20 Series Smart HD 720p Fire TV (NS-24DF310NA21, 2020 Model)","Voice remote with Alexa: Use your voice to watch live TV, launch apps, search for titles, play music, switch inputs, control smart home devices, and more.",https://m.media-amazon.com/images/I/815UUI6yhVS._AC_SL1500_.jpg
B08F5LQCYP,Electronics,https://www.amazon.com/gp/offer-listing/B08F5LQCYP/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,44,4.5,1228,149.99,"Amazon Fire HD 10 tablet, 10.1"", 1080p Full HD, 32 GB, (2021 release), Denim","BRIGHT DISPLAY - Clear 10.1"" 1080p Full HD display with more than 2 million pixels. Fire HD 10 is almost 20% brighter than Samsung Galaxy Tab A8 (2022). | LONG LASTING BATTERY - 12-hour battery and 32 or 64 GB internal storage. Add up to 1 TB with microSD (sold separately). | DESIGNED TO BE RESPONSIVE - Fast octa-core processor and 3 GB RAM. | ENJOY DOWNTIME- Enjoy your favorite apps like Netflix, Facebook, Hulu, Instagram, TikTok, and more through Amazon’s Appstore (Google Play not supported. Subscription for some apps required). | STAY CONNECTED - Download apps like Zoom, or ask Alexa to make video calls to friends and family.",https://m.media-amazon.com/images/I/41EBRNzlHaL._AC_SY300_SX300_QL70_FMwebp_.jpg
B07X27VK3D,Electronics,https://www.amazon.com/gp/offer-listing/B07X27VK3D/ref=dp_olp_new_mbc?ie=UTF8&amp;condition=all,1,45,4.5,111650,64.99,"Blink Mini - Compact indoor plug-in smart security camera, 1080p HD video, night vision, motion detection, two-way audio, easy set up, Works with Alexa – 2 cameras (White)","Monitor the inside of your home day and night with our 1080P HD indoor plug-in smart security camera with motion detection and two-way audio. | See, hear, and speak to people and pets in your home from your smartphone with Blink Mini’s live view and two-way audio. | Get alerts on your smartphone whenever motion is detected or customize motion detection zones so you can see what matters most. | Use Mini as an indoor plug-in chime for Blink Video Doorbell. Hear a real-time alert from Mini when someone presses your Video Doorbell. | Choose to save and share clips with a free 30-day trial of the Blink Subscription Plan or locally with the Sync Module 2 (sold separately).",https://m.media-amazon.com/images/I/51vncWY4ROL._AC_SL1000_.jpg
